"cpc_subclass"	"cpc_subclass_title"	"cpc_group"	"cpc_group_title"	"cpc_class"	"cpc_class_title"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K87/025"	"Fishing rods-Connecting devices for parts of the rods-telescopic"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K87/04"	"Fishing rods-Fishing-line guides on rods ; , e.g. tips "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K87/06"	"Fishing rods-Devices for fixing reels on rods"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K87/08"	"Fishing rods-Handgrips"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K87/085"	"Fishing rods-Handgrips-Heating devices or other means to protect against the cold"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/00"	"Reels"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/003"	"Reels-Devices for transferring line to a reel"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/004"	"Reels-Alternate right or left side drives"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/006"	"Reels-Hand crank features"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/009"	"Reels-Hand crank features-Collapsible or extensible"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0102"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with a closed face"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01025"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with a closed face-with line snubber shifted by a remote actuator"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01026"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with a closed face-with line snubber shifted by a remote actuator-with rotor and snubber shiftable axially"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01029"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with a closed face-with line snubber shifted by a remote actuator-with rotor and snubber shiftable axially-with guiding members shifted radially"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0105"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Multi-speed mechanisms"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0106"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Ratchet-type drives"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0108"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01081"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor axially rearward of spool"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01082"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor axially rearward of spool-Guiding members shiftable on rotor"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01083"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor axially rearward of spool-Guiding members shiftable on rotor-to wind position by rotor drive"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01084"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor axially rearward of spool-Guiding members shiftable on rotor-to wind position by rotor drive-Guiding members shifted to unwind position by discrete manual operators"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01085"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor forward of spool "	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01086"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor forward of spool -with rotor drive shifting the guiding member to unwind and wind positions"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01087"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor forward of spool -with manual actuator to shift guiding member to unwind position"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01088"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Pick-up details-Guiding members on rotor forward of spool -with manual actuator to shift guiding member to unwind position-Actuators forward of spool"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0111"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Spool details"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01121"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/011221"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-with line or water shields"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/011222"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-with lubrication features"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/011223"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-with bearing features"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01123"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-Frame disassembly features"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01124"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-Frame disassembly features-Hinged frame sections"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01125"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-Frame disassembly features-Rotated joints"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01126"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-Frame disassembly features-Rotated joints-Threaded"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01127"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Frame details-Reel supports"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0113"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Spool locking devices on spool shaft"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0114"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Reciprocating mechanisms"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01141"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Reciprocating mechanisms-including eccentric cams reciprocating the spool"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01142"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Reciprocating mechanisms-for reciprocating the guiding member"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01143"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Reciprocating mechanisms-for reciprocating the guiding member-Reversely threaded screws"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0117"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Anti-reverse mechanisms"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0118"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -Anti-reverse mechanisms-defining home position of reel part"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/012"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -motor-driven"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0121"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -motor-driven-Spring motors"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0122"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with unwinding indicators, e.g. bell or flashing light"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0123"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with unwinding indicators, e.g. bell or flashing light-Clicking indicators, e.g. flexible pawl and toothed member"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0124"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with unwinding indicators, e.g. bell or flashing light-Spring biased pawls"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0125"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with unwinding indicators, e.g. bell or flashing light-Spring biased pawls-Plural spring sections"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0126"	"Reels-with pick-up, i.e. with the guiding member rotating and the spool not rotating during normal retrieval of the line -with line unwinding limiters"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/015"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0155"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-Antibacklash devices"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01555"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-Antibacklash devices-using magnets"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01556"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-Antibacklash devices-Line tension responsive actuators"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/01557"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-Antibacklash devices-Centrifugal"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/016"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-Fly reels ; , i.e. with a stub shaft support"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0162"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-Fly reels ; , i.e. with a stub shaft support-with a releasable latch to retain spool on shaft"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0165"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-for trolling"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/017"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-motor-driven"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0171"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-motor-driven-Spring motors"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
"A01K"	"ANIMAL HUSBANDRY; AVICULTURE; APICULTURE; PISCICULTURE; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS"	"A01K89/0172"	"Reels-with ; a;  rotary drum ; , i.e. with a rotating spool-motor-driven-Spring motors-actuated in response to pull on line"	"A01"	"AGRICULTURE; FORESTRY; ANIMAL HUSBANDRY; HUNTING; TRAPPING; FISHING"
